,Report Author,Source,Short Source,U5 Population ('000s)
348,"Ministry of Health and Family Welfare (MoHFW), Government of India, UNICEF and Population Council",Comprehensive National Nutrition Survey (CNNS) National Report. New Delhi,NNS,116172.498
349,Central Bureau of Statistics,"National socioeconomic survey 1987 (SUSENAS-1987). Central Bureau of Statistics. Jakarta, Indonesia, 1992 (and additional analysis).",Other,22821.335
350,"Atmarita, Jahari AB, Latief D, Soekirman, Tilden RL.","The effect of economic crisis on the nutritional status of Indonesian pre-school children. Gizi Indonesia 2000;33-41 (and additional analysis), and http://www.gizi.net, accessed 18/12/03.",Other,22414.803
351,"Atmarita, Jahari AB, Latief D, Soekirman, Tilden RL.","The effect of economic crisis on the nutritional status of Indonesian pre-school children. Gizi Indonesia 2000;33-41 (and additional analysis), and http://www.gizi.net, accessed 18/12/03.",Other,21956.356
352,"Central Bureau of Statistics, Ministry of Health UNICEF.","Indonesia multiple indicator cluster survey (MICS) 1995. Jakarta: UNICEF, 1997 (preliminary results provided by the Centers for Disease Control and Prevention; and additional analysis).",MICS,21900.255
353,"Atmarita, Jahari AB, Latief D, Soekirman, Tilden RL.","The effect of economic crisis on the nutritional status of Indonesian pre-school children. Gizi Indonesia 2000;33-41 (and additional analysis), and http://www.gizi.net, accessed 18/12/03.",Other,21572.127
354,"Atmarita, Jahari AB, Latief D, Soekirman, Tilden RL.","The effect of economic crisis on the nutritional status of Indonesian pre-school children. Gizi Indonesia 2000;33-41 (and additional analysis), and http://www.gizi.net, accessed 18/12/03.",Other,21376.853
355,New Insight on the Health & Nutrition Situation in Indonesia through Data Sharing: Annual Report 2000-2001.,"Summary: Second Annual Report of the Nutrition and Health Surveillance System in Indonesia with data from the period 2000-2001, http://www.hki.org/research/nutrition_surveillance.html (and additional analysis).",Surveillance,21305.368
356,New Insight on the Health & Nutrition Situation in Indonesia through Data Sharing: Annual Report 2000-2001.,"Summary: Second Annual Report of the Nutrition and Health Surveillance System in Indonesia with data from the period 2000-2001, http://www.hki.org/research/nutrition_surveillance.html (and additional analysis).",Surveillance,21469.844
357,"Atmarita, Tilden R, Noor Nastry Nur, Ascobat Gani, Widjajanto RM.","Indonesian nutritional status of children 1989-2005: Poverty and household food security, dietary diversity and infection: which is the most important risk? Gizi Indonesia 2005;28: (and additional analysis).",Other,21637.21
358,Central Bureau of Statistics,"National socioeconomic survey 2003 (SUSENAS-2003). Central Bureau of Statistics. Jakarta, Indonesia, 2006 (and additional analysis).",Other,21838.019
359,Ministry of Health.,"National Institute of Health Research and Development, 2005. National Household Health Survey (SKRT) 2004, Volume 2: Community Health Status in Indonesia. Jakarta, Indonesia, 2007 (and additional analysis).",Other,22054.871
360,Central Bureau of Statistics,"National socioeconomic survey 2005 (SUSENAS-2005). Central Bureau of Statistics. Jakarta, Indonesia, 2006 (and additional analysis).",Other,22258.096
361,Ministry of Health and National Institute of Health Research and Development.,"Basic Health Survey, Riskesdas, 2007. Results to be presented at the ICN in Bangkok, October 2009: ""Changes in malnutrition from 1989 to 2007 in Indonesia"" by Ita Atmarita, Ministry of Health.",Other,22542.464
362,Ministry of Health and National Institute of Health Research and Development.,"National report on basic health research, Riskesdas, 2010. Jakarta, Indonesia, 2012 (and additional analysis).",Other,23172.918
363,Ministry of Health and National Institute of Health Research and Development.,"National report on basic health research, RISKESDAS, 2013. Jakarta, Indonesia, 2014 (and additional analysis).",Other,23913.401
364,Ministry of Health and National Institute of Health Research and Development.,"National report on basic health research, RISKESDAS, 2018. Jakarta, Indonesia,",Other,24350.302
365,"Undersecretary for Public Affairs, Ministry of Health and Medical Education.","Cluster survey for evaluation of mid decade goal indicators (MICS). Theran, Islamic Republic of Iran, April 1996 (and additional analysis).",MICS,7332.956
366,Ministry of Health and Medical Education and UNICEF,"The nutritional status of children, October-November 1998 (ANIS). Teheran: Ministry of Health and Medical Education and UNICEF, 2000 (and additional analysis).",Other,6173.345
367,"Sheykh Aleslam Robabeh, Naghavi Mohsen, Abd Elahi Z, Zarati M, Vaseghi Sanaz, Sadeghi Ghotbabadi F et al.",Current status and the 10 years trend in the malnutrition indexes of children under 5 years in Iran. Iranian Journal of Epidemiology Spring 2008;4:21-8 (and additional analysis).,Other,5681.336
368,National Institite of Health Research (NIHR).,Iranâ€œs Multiple Indicator Demographic and Health Survey - 2010.,DHS-Style,6383.671
369,International Study Team.,"Infant and child mortality and nutritional status of Iraqi children after the Gulf conflict: Results of a community-based study. Center for Population and Development Studies, Harvard University, Cambridge, MA, USA; 1992 (and additional analysis).",Other,3055.473
370,"Republic of Iraq, Council of Ministers, Planning Commission Fund, Central Statistical Organisation and UNICEF (Iraq).","Multiple indicator cluster survey (MICS) for the year 2000 (detailed report). Baghdad, Republic of Iraq: UNICEF, 2001 (and additional analysis).",MICS,3830.633
371,"World Food Programme (WFP), Ministry of Planning & Development Cooperation/Central Statistics Office, Ministry of Health/Nutrition Research Institute.","Baseline food security analysis in Iraq. Baghdad, Iraq: WFP Iraq Country Office, September 2004 (and additional analysis).",CFSVA,4115.937
372,"Central Organization for Statistics and Information Technology, Ministry of Planning and Development Cooperation, UN Development Programme.","Iraq living conditions survey 2004. Volume 1: Tabulation report. Baghdad, Iraq: Central Organization for Statistics and Information Technology, Ministry of Planning and Development Cooperation, 2005 (and additional analysis).",Other,4177.419
373,Central Organization for Statistics & Information Technology and Kurdistan Regional Statistical Office.,"Iraq multiple indicator cluster survey 2006, Final report. Iraq, 2007 (and additional analysis).",MICS,4276.069
374,The Central Statistics Organization and the Kurdistan Regional Statistics Office.,"Iraq multiple indicator cluster survey (MICS) 2011: Final report. Baghdad, Iraq: The Central Statistics Organization and the Kurdistan Regional Statistics Office, 2012 (and additional analysis)",MICS,4634.29
375,CSO & KRSO,"Iraq Multiple Indicator Cluster Survey 2018, Survey Findings Report. Baghdad, Iraq: CSO & KRSO",MICS,5404.397
376,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica Living Standards and Measurement Survey 1989. Kingston: The World Bank, 1990 (and additional analysis).",LSMS,296.632
377,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions - report 1991. Kingston: The Planning Institute and the Statistical Institute of Jamaica, 1992 (and additional analysis).",LSMS,288.802
378,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions 1992. Kingston: The Planning Institute and the Statistical Institute of Jamaica, 1994 (and additional analysis).",LSMS,287.476
379,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions 1993. Kingston: The Planning Institute and the Statistical Institute of Jamaica, 1995 (and additional analysis).",LSMS,288.642
380,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions, 1994. Kingston: The Planning Institute and the Statistical Institute of Jamaica, 1996 (and additional analysis).",LSMS,290.425
381,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions, 1995. Kingston: The Planning Institute and the Statistical Institute of Jamaica, 1997 (and additional analysis).",LSMS,291.521
382,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions, 1996. Kingston: The Planning Institute and the Statistical Institute of Jamaica, 1997 (and additional analysis).",LSMS,293.407
383,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions, 1997. Kingston: The Planning Institute and the Statistical Institute of Jamaica, 1998 (and additional analysis).",LSMS,294.18
384,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions, 1998. Kingston: The Planning Institute and the Statistical Institute of Jamaica, 1999 (and additional analysis).",LSMS,293.674
385,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions, 1999. Kingston: The Planning Institute and the Statistical Institute of Jamaica, 2000 (and additional analysis).",LSMS,291.932
386,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions data set 2000. The Planning Institute and the Statistical Institute of Jamaica, 2001 (and additional analysis).",LSMS,288.993
387,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions data set 2001. The Planning Institute and the Statistical Institute of Jamaica, 2002 (and additional analysis).",Other,285.763
388,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions data set 2002. The Planning Institute and the Statistical Institute of Jamaica, 2003 (and additional analysis).",Other,279.884
389,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions data set 2004. The Planning Institute and the Statistical Institute of Jamaica, 2005 (and additional analysis).",Other,264.671
390,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions data set 2006. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).",Other,247.285
391,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions data set 2007. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).",Other,240.362
392,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions data set 2008. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).",Other,235.851
393,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions data set 2010. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).",Other,230.553
394,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions data set 2012. The Planning Institute and the Statistical Institute of Jamaica, 2015(and additional analysis).",Other,232.702
395,"Statistical Institute of Jamaica, Planning Institute of Jamaica.","Jamaica survey of living conditions data set 2014. The Planning Institute and the Statistical Institute of Jamaica, 2017 (and additional analysis)",Other,235.246
396,"Kato N, Takimoto H, Yokoyama T, Yokoya T, Tanaka T, Tada H.","Updated Japanese growth references for infants and preschool children, based on historical, ethnic and environmental characteristics. Acta Paediatrica 2014;103(6):e251-e261 (and additional analysis).",Other,5554.144
397,"Zou'bi A, Poedjastoeti S, Ayad M.","Jordan population and family health survey 1990. Demographic and Health Surveys. Ministry of Health. Amman, Jordan, 1992 (and additional analysis).",DHS,599.474
398,Department of Statistics (DOS) [Jordan] and Macro International Inc. (MI).,"Jordan population and family health survey 1997. Demographic and Health Surveys. Calverton, Maryland: DOS and MI, 1998 (and additional analysis).",DHS,732.034
399,Department of Statistics [Jordan] and ORC Macro.,"Jordan population and family health survey 2002. Demographic and Health Surveys. Calverton, Maryland, USA: Department of Statistics and ORC Macro, 2003 (and additional analysis).",DHS,762.55
400,Department of Statistics [Jordan] and ICF Macro.,"Jordan population and family health survey 2009. Demographic and Health Surveys. Calverton, Maryland, USA: Department of Statistics and ICF Macro, 2010 (and additional analysis).",IDHS,957.497
401,Department of Statistics [Jordan] and ICF International.,"Jordan population and family health survey 2012. Demographic and Health Surveys. Calverton, Maryland, USA: Department of Statistics and ICF International, 2013 (and additional analysis).",DHS,1090.331
402,National Institute of Nutrition.,"Kazakhstan demographic and health survey 1995. Demographic and Health Surveys. Almaty, Kazakhstan, 1996 (and additional analysis).",DHS,1450.051
403,Academy of Preventive Medicine and Macro International Inc,"Kazakhstan demographic and health survey 1999. Demographic and Health Surveys. Calverton, Maryland: Academy of Preventive Medicine [Kazakhstan] and Macro International Inc., 1999 (and additional analysis).",DHS,1129.484
404,"United Nations Children's Fund (UNICEF), Agency of the Republic of Kazakhstan on Statistic, Republican State Enterprise Data Computing Centre.","Kazakhstan multiple indicator cluster survey 2006. Final report. Astana, Kazakhstan: UNICEF and Agency of the Republic of Kazakhstan on Statistic, 2007 (and additional analysis).",MICS,1301.703
405,The Agency of Statistics [Republic of Kazakhstan] and United Nations Children's Fund (UNICEF).,"Multiple indicator cluster survey (MICS) in the Republic of Kazakhstan (RK), 2010-2011. Final report. Astana, Kazakhstan: the Agency of Statistics, RK and the Republican State Enterprise Information Computing Center, 2012 (and additional analysis).",MICS,1591.999
406,The Statistics Committee of the Ministry of National Economy of the Republic of Kazakhstan.,"2015 Kazakhstan Multiple Indicator Cluster Survey, Final Report. Astana, Kazakhstan: The Statistics Committee of the Ministry of National Economy of the Republic of Kazakhstan, 2016.",MICS,1954.031
407,"Central Bureau of Statistics, Ministry of Planning and National Development","Fourth Rural Child Nutrition Survey, 1987. Central Bureau of Statistics, Ministry of Planning and National Development. Republic of Kenya, Nairobi; 1991 (and additional analysis).",Other,4256.485
408,Central Bureau of Statistic,"Kenya demographic and health survey 1993. Demographic and Health Surveys. Central Bureau of Statistics. Nairobi, Kenya, 1994 (and additional analysis).",DHS,4635.673
409,Central Bureau of Statistics.,"Fifth child nutrition survey, 1994. Welfare monitoring survey. Nairobi, Kenya, 1995 (and additional analysis)",Other,4674.726
